chr1	755422.5	chr8	183489.5
chr1	845759.5	chr1	845823.5
chr1	855446.5	chr13	115040209.0
chr1	908039.0	chr1	1314642.0
chr1	942392.5	chr1	1164464.0
chr1	992565.5	chr1	993300.0
chr1	1029735.5	chr1	1053743.0
chr1	1031279.0	chr1	1299570.0
chr1	1042453.0	chr1	19653712.0
chr1	1056256.5	chr1	46978633.0
chr1	1261388.5	chr2	105944896.5
chr1	1372912.5	chr12	40014231.0
chr1	1383681.5	chr2	242300593.0
chr1	1476862.0	chr1	1619529.0
chr1	1482927.0	chr1	1514960.5
chr1	1526774.0	chr1	1529743.5
chr1	1558283.5	chr1	1863070.0
chr1	1749890.5	chr1	1934013.5
chr1	1845317.0	chr1	47975232.0
chr1	2184402.0	chr13	113947011.0
chr1	2328398.5	chr13	114159235.0
chr1	2343112.0	chr1	5569364.5
chr1	2464785.5	chr1	4334433.0
chr1	2704327.0	chr1	2705241.5
chr1	2922326.5	chr1	4898414.5
chr1	2922976.5	chr1	15212026.5
chr1	2930594.5	chr1	15220379.0
chr1	2970085.0	chr1	18487347.0
chr1	2971126.5	chr1	18468903.5
chr1	2980853.5	chr1	3294360.5
chr1	3008318.0	chr1	6469858.5
chr1	3024944.5	chr1	3276476.5
chr1	3037714.5	chr1	6426880.0
chr1	3248191.0	chr1	3257131.5
chr1	3272528.0	chr1	5912215.0
chr1	3403137.5	chr1	18908016.5
chr1	3483361.0	chr1	3624702.5
chr1	3531113.5	chr1	4969783.5
chr1	3568469.5	chr1	5076267.5
chr1	3587067.5	chr1	22779223.0
chr1	3636523.0	chr1	6598917.5
chr1	3645696.0	chr1	3645947.5
chr1	3693637.5	chr1	19420568.5
chr1	3697713.0	chr1	13892344.0
chr1	3717713.0	chr1	3725518.5
chr1	3744998.0	chr1	3779812.5
chr1	3751256.5	chr1	3751499.0
chr1	3778536.5	chr1	3839915.0
chr1	3779913.0	chr1	4015236.0
chr1	4027658.0	chr1	4543862.0
chr1	4047858.5	chr1	4793964.0
chr1	4073089.5	chr1	4078951.5
chr1	4078444.5	chr1	5412926.5
chr1	4111890.5	chr19	33139256.5
chr1	4254975.5	chr1	4255316.0
chr1	4331785.5	chr1	4348634.5
chr1	4380818.0	chr1	6620467.5
chr1	4467732.0	chr1	5247079.0
chr1	4493558.0	chr1	4781160.5
chr1	4645677.5	chr1	4649934.5
chr1	4737382.0	chr1	5691636.0
chr1	4775788.5	chr1	4778074.0
chr1	4790913.5	chr1	4812468.0
chr1	4811327.0	chr1	4818271.0
chr1	4954197.0	chr1	4959538.5
chr1	5081954.0	chr1	13934644.0
chr1	5189118.0	chr1	5411197.5
chr1	5192426.0	chr1	5198092.0
chr1	5201931.0	chr1	5404635.5
chr1	5224875.5	chr6	5498777.0
chr1	5230302.5	chr1	5319912.5
chr1	5448143.0	chr1	5448742.0
chr1	5460583.5	chr1	5475203.5
chr1	5465789.5	chr1	6008248.0
chr1	5535111.5	chr1	5537147.5
chr1	5544455.0	chr1	5559959.5
chr1	5562791.5	chr1	5729883.5
chr1	5780401.0	chr1	5783916.5
chr1	5821977.5	chr1	5832714.5
