chr1	877004.0	chr1	1263291.5
chr1	930999.5	chr1	95310093.5
chr1	1195005.5	chr1	1197592.0
chr1	1514363.5	chr1	1763985.0
chr1	2091482.5	chr1	2162743.0
chr1	2110585.0	chr1	2307982.5
chr1	2194990.5	chr1	2195977.0
chr1	2286917.0	chr1	28755068.5
chr1	2367228.5	chr1	3475469.5
chr1	2479342.5	chr1	3445133.0
chr1	2541342.0	chr1	2977064.0
chr1	2873261.0	chr1	3183511.0
chr1	2889523.5	chr1	2892178.0
chr1	3039831.5	chr14	73707632.5
chr1	3423154.0	chr1	22902903.0
chr1	4109080.0	chr1	12852892.5
chr1	4216992.0	chr1	4218966.5
chr1	4342717.0	chr1	4394267.5
chr1	4537887.5	chr6	68406588.0
chr1	5076083.5	chr1	5079635.5
chr1	5348081.0	chr1	30674128.5
chr1	5436577.5	chr1	5780836.0
chr1	6180947.0	chr1	6184177.0
chr1	6279385.5	chr1	6288253.5
chr1	6373211.0	chr1	6378223.0
chr1	6431792.0	chrX	39880495.5
chr1	6469790.0	chrX	13497119.5
chr1	6546009.0	chr1	6558788.5
chr1	6823666.0	chr1	40378564.0
chr1	7391957.5	chr1	7393714.0
chr1	7448059.5	chr1	7451912.0
chr1	7554769.0	chr1	14254285.0
chr1	7583834.5	chr1	8319433.5
chr1	7726803.0	chr1	7760190.0
chr1	8369674.0	chr1	8589061.5
chr1	8617124.0	chr1	8806363.0
chr1	8917632.0	chr1	46192925.0
chr1	9100373.0	chr1	9140342.5
chr1	9193153.0	chr1	9199987.5
chr1	9193675.5	chr1	202843040.5
chr1	9201117.5	chr1	9772725.5
chr1	9217696.5	chr1	9787473.0
chr1	9457536.5	chr1	9459190.5
chr1	9877439.5	chr1	41203490.0
chr1	10161281.0	chr16	3208350.0
chr1	10439289.0	chrX	113485866.5
chr1	10460157.0	chr16	3856715.5
chr1	10464360.5	chr1	10477921.0
chr1	10525776.0	chr1	10743147.5
chr1	10992848.5	chr1	10996535.5
chr1	11021661.0	chr1	15940967.0
chr1	11093402.0	chr1	11142346.0
chr1	11282150.5	chr2	54028647.0
chr1	11451238.5	chr1	11464031.0
chr1	11499104.0	chr1	11502099.0
chr1	11540577.0	chr1	14475936.5
