chr1	780175.0	chr3	52816906.5
chr1	827674.5	chr11	77588677.5
chr1	827674.5	chr1	64091430.0
chr1	839138.0	chr1	161018455.0
chr1	840252.5	chr17	43382281.5
chr1	860511.0	chr11	77422127.0
chr1	878406.0	chr17	79531238.0
chr1	884199.0	chr14	103201671.5
chr1	919871.0	chr1	1481202.0
chr1	937530.0	chr1	1256961.0
chr1	951710.0	chr14	95612675.5
chr1	975205.5	chr1	995733.5
chr1	1023925.5	chr1	62183812.5
chr1	1031335.0	chr1	1130188.5
chr1	1033532.5	chr1	1034383.0
chr1	1067660.5	chr10	72063160.0
chr1	1078169.5	chr1	1118310.0
chr1	1089011.5	chr1	1116127.5
chr1	1136343.0	chr4	185798701.5
chr1	1172539.0	chr1	1450763.5
chr1	1175815.0	chr18	11618504.0
chr1	1182336.0	chr1	1189363.5
chr1	1189363.5	chr17	1176429.0
chr1	1201773.5	chr1	1204425.5
chr1	1206078.5	chr1	1235618.5
chr1	1244785.5	chr1	224386202.0
chr1	1309163.5	chr1	1423996.5
chr1	1317563.5	chr1	1325069.0
chr1	1319509.5	chr1	1616391.5
chr1	1325904.0	chr2	238972859.0
chr1	1341372.0	chr1	1450426.5
chr1	1455867.0	chr1	38462088.0
chr1	1476717.5	chr14	102624347.5
chr1	1480307.5	chr1	1480831.5
chr1	1487782.0	chr17	1327769.5
chr1	1505656.0	chr1	1619672.5
chr1	1514363.5	chr1	36381215.5
chr1	1516981.5	chr3	45247591.5
chr1	1557229.5	chr14	46029616.5
chr1	1612282.5	chr1	1686750.0
chr1	1683561.0	chr1	1685538.5
chr1	1710286.5	chr7	116156155.5
chr1	1735170.0	chr10	71392083.0
chr1	1787366.5	chr1	212679102.5
chr1	1821379.0	chr4	152984843.5
chr1	1824009.0	chr1	3442062.0
chr1	1857954.0	chr1	2017379.5
chr1	1876138.0	chr1	234376759.5
chr1	1933994.5	chr1	59965948.5
chr1	1949020.5	chr1	2095665.5
chr1	1962552.0	chr1	43445452.0
chr1	1965589.0	chr1	19461757.5
chr1	1975958.0	chr18	76257336.0
chr1	1989046.5	chr13	109233193.0
chr1	2022330.0	chr4	152407965.5
chr1	2039059.0	chr11	44176906.0
chr1	2048334.0	chr1	41486294.5
chr1	2051825.0	chr1	19281921.0
chr1	2070656.5	chr1	3003424.5
chr1	2128252.0	chr1	12318416.5
chr1	2168446.0	chr7	1712179.0
chr1	2174222.0	chr19	56170052.5
chr1	2216403.0	chr1	2242092.0
chr1	2254471.0	chr3	88928581.0
chr1	2277916.5	chr1	29172167.5
chr1	2278940.0	chr1	14302080.0
chr1	2304057.0	chr1	64130398.0
chr1	2308398.5	chr1	14204407.5
chr1	2343422.5	chr1	16140856.0
chr1	2410623.5	chr1	2525921.0
chr1	2418867.5	chr1	2423245.5
chr1	2430157.5	chr1	2497340.0
chr1	2430528.0	chr1	3720381.0
chr1	2466457.5	chr4	154157535.0
chr1	2493794.0	chr1	2546819.0
chr1	2500808.0	chr5	172188974.5
chr1	2525833.5	chr1	43178531.5
chr1	2698779.0	chr1	35239639.0
chr1	2705541.5	chr1	2733118.5
chr1	2708242.5	chr1	3008318.0
chr1	2721158.0	chr1	3039135.5
chr1	2796422.0	chr1	111173737.5
chr1	2818022.5	chr1	34811294.0
chr1	2823264.5	chr1	3237135.0
chr1	2875644.5	chr1	2879574.0
chr1	2877410.0	chr18	35969033.0
chr1	2906804.5	chr19	55035248.0
chr1	2917545.0	chr1	2926026.0
chr1	2922326.5	chr1	111903412.0
chr1	2959100.5	chr1	111809502.0
chr1	2962142.5	chr1	3303762.0
chr1	2972928.0	chr1	3133915.5
chr1	2980668.5	chr1	2981742.5
chr1	2999652.0	chr1	3008590.5
chr1	3041565.0	chr1	110228837.0
chr1	3044181.0	chr11	128321467.0
chr1	3057900.5	chr1	3060929.5
